الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20ساعة_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
170,1301,أسلاك,المواد الأساسية,18.78,-0.7,46.7,5.0,⚠️ تصريف/توزيع,0.0,0.0,5.0,0.0,10.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
171,4143,تالكو,السلع الرأسمالية,34.82,-3.4,36.3,3.9,⚠️ تصريف/توزيع,0.0,4.1,6.4,0.0,0.0,6.6,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
172,2050,مجموعة صافولا,إنتاج الأغذية,25.96,-0.8,44.1,3.7,⚠️ تصريف/توزيع,0.0,0.0,5.1,0.0,5.0,6.5,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
173,2220,معدنية,المواد الأساسية,12.5,-2.4,45.2,3.6,⚠️ تصريف/توزيع,3.6,0.0,0.0,0.0,10.0,10.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
174,4145,أو جي سي,السلع الرأسمالية,24.56,-1.2,55.3,3.0,⚠️ تصريف/توزيع,0.0,2.9,0.0,0.0,10.0,9.9,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.11) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
175,4200,الدريس,الطاقة,117.2,-2.3,24.7,2.9,⚠️ تصريف/توزيع,9.7,0.0,3.3,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.09) يدل على تجميع | ⏳ تشبع بيع واضح: RSI عند 25 (بانتظار تأكيد الارتداد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
176,2382,أديس,الطاقة,18.17,-6.0,26.0,2.6,⚠️ تصريف/توزيع,0.0,0.0,12.6,0.0,0.0,10.0,🔄 ارتداد من تشبع بيع: RSI عند 26 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
177,3007,الواحة,المواد الأساسية,2.82,-2.1,46.5,2.2,⚠️ تصريف/توزيع,0.0,0.8,5.0,0.0,5.0,8.5,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
178,2330,المتقدمة,المواد الأساسية,24.22,-2.9,33.0,2.1,⚠️ تصريف/توزيع,0.0,0.8,9.8,0.0,0.0,8.5,🔄 ارتداد من تشبع بيع: RSI عند 33 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
179,2340,ارتيكس,السلع طويلة الأجل,11.41,-0.2,44.9,1.6,⚠️ تصريف/توزيع,1.2,0.4,5.0,0.0,5.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
180,2223,لوبريف,المواد الأساسية,135.7,-1.2,48.0,0.8,⚠️ تصريف/توزيع,0.0,10.8,5.0,0.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.7x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.21) رغم ارتفاع السعر مؤخراً
181,4007,الحمادي,الرعاية الصحية,25.12,-1.0,38.4,0.3,⚠️ تصريف/توزيع,2.7,0.0,7.6,0.0,0.0,10.0,🔄 ارتداد من تشبع بيع: RSI عند 38 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
182,1830,لجام للرياضة,الخدمات الاستهلاكية,79.5,-2.1,34.2,0.0,⚠️ تصريف/توزيع,0.0,1.2,1.7,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
183,1810,سيرا,الخدمات الاستهلاكية,21.23,-1.6,46.6,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.0,0.0,0.0,21.0,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
184,2081,الخريف,المرافق العامة,100.3,-0.5,40.9,0.0,⚠️ تصريف/توزيع,6.9,0.0,0.7,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
185,2090,جبسكو,المواد الأساسية,13.5,-1.5,38.2,0.0,⚠️ تصريف/توزيع,0.0,0.3,6.1,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
186,2110,الكابلات السعودية,السلع الرأسمالية,175.6,-0.9,42.3,0.0,⚠️ تصريف/توزيع,1.1,0.0,5.4,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
187,2380,بترو رابغ,الطاقة,16.64,-8.3,23.2,0.0,⚠️ تصريف/توزيع,0.0,0.7,3.5,0.0,0.0,10.0,⏳ تشبع بيع واضح: RSI عند 23 (بانتظار تأكيد الارتداد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
188,2287,إنتاج,إنتاج الأغذية,23.15,-1.7,39.3,0.0,⚠️ تصريف/توزيع,0.0,0.2,0.9,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
189,2285,المطاحن العربية,إنتاج الأغذية,42.02,-0.7,35.4,0.0,⚠️ تصريف/توزيع,1.0,2.2,1.5,5.0,0.0,10.0,👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
190,4142,كابلات الرياض,السلع الرأسمالية,106.4,-2.1,44.6,0.0,⚠️ تصريف/توزيع,0.0,3.4,5.2,0.0,0.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.25) رغم ارتفاع السعر مؤخراً
191,4071,العربية,الإعلام والترفيه,63.75,-1.9,37.9,0.0,⚠️ تصريف/توزيع,0.0,0.9,6.1,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
192,4015,جمجوم فارما,الأدوية,139.5,-0.4,41.7,0.0,⚠️ تصريف/توزيع,0.0,0.0,1.3,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
193,4008,ساكو,تجزئة السلع الكمالية,20.97,-1.3,39.8,0.0,⚠️ تصريف/توزيع,0.0,0.0,5.8,0.0,0.0,6.7,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
194,4050,ساسكو,تجزئة السلع الكمالية,41.88,-3.0,38.5,0.0,⚠️ تصريف/توزيع,0.0,0.0,6.0,0.0,0.0,8.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
195,4170,شمس,الخدمات الاستهلاكية,14.6,-1.2,48.0,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.0,0.0,0.0,18.9,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.30) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
196,4162,المنجم,تجزئة وتوزيع السلع الاستهلاكية,61.3,0.1,46.4,0.0,⚠️ تصريف/توزيع,0.0,5.7,0.0,5.0,0.0,16.2,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.29) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
197,4290,الخليج للتدريب,الخدمات الاستهلاكية,14.69,-1.5,43.6,0.0,👀 متابعة,0.0,0.2,0.2,0.0,0.0,1.9,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
198,4292,عطاء,الخدمات الاستهلاكية,43.74,-2.5,33.7,0.0,⚠️ تصريف/توزيع,0.0,0.0,6.8,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
199,4322,رتال,إدارة وتطوير العقارات,9.77,-2.7,34.9,0.0,⚠️ تصريف/توزيع,0.0,4.1,1.6,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
200,4324,بنان,إدارة وتطوير العقارات,2.98,-2.6,39.5,0.0,⚠️ تصريف/توزيع,0.0,1.0,7.2,0.0,0.0,10.0,🔄 ارتداد من تشبع بيع: RSI عند 40 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
201,6013,التطويرية الغذائية,الخدمات الاستهلاكية,89.5,-3.9,36.3,0.0,⚠️ تصريف/توزيع,0.0,4.8,1.4,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
202,6018,الأندية للرياضة,الخدمات الاستهلاكية,8.25,-2.9,35.0,0.0,⚠️ تصريف/توزيع,0.0,0.0,1.6,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
