الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20ساعة_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
154,3020,أسمنت اليمامة,المواد الأساسية,23.45,0.7,63.7,16.5,⚠️ تصريف/توزيع,0.0,6.5,5.0,10.0,10.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.21) رغم ارتفاع السعر مؤخراً
155,4335,مشاركة ريت,الصناديق العقارية المتداولة,3.43,-0.6,45.6,16.5,👀 متابعة,3.1,8.4,0.0,5.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة
156,4081,النايفات,الخدمات المالية,9.94,-0.1,52.6,16.2,⚠️ تصريف/توزيع,1.1,12.0,0.0,10.0,0.0,6.9,💧 حجم أيام الصعود أعلى من النزول بنسبة 4.5x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً
157,7040,قو للاتصالات,الاتصالات,87.1,-0.7,46.2,15.9,👀 متابعة,8.0,7.9,0.0,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.06) يدل على تجميع
158,2320,البابطين,السلع الرأسمالية,59.35,-1.1,52.3,15.8,👀 متابعة,2.3,3.9,5.0,10.0,0.0,5.3,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.05) رغم ارتفاع السعر مؤخراً
159,2382,أديس,الطاقة,18.9,1.9,61.9,15.2,⚠️ تصريف/توزيع,15.4,0.0,0.0,5.0,10.0,15.2,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.09) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
160,6018,الأندية للرياضة,الخدمات الاستهلاكية,8.38,-0.9,50.1,15.1,⚠️ تصريف/توزيع,1.1,15.2,0.0,0.0,10.0,11.3,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.8x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.14) رغم ارتفاع السعر مؤخراً
161,2230,الكيميائية,الرعاية الصحية,7.99,-1.7,54.8,14.8,⚠️ تصريف/توزيع,0.5,12.0,5.0,5.0,0.0,7.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 5.6x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.09) رغم ارتفاع السعر مؤخراً
162,2380,بترو رابغ,الطاقة,18.02,0.8,55.7,13.9,👀 متابعة,1.9,2.0,0.0,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
163,5110,السعودية للطاقة,المرافق العامة,16.98,-0.2,46.8,13.5,👀 متابعة,4.5,3.9,0.0,5.0,0.0,0.0,لا توجد إشارات
164,4170,شمس,الخدمات الاستهلاكية,14.64,1.2,56.1,13.4,⚠️ تصريف/توزيع,5.7,9.6,0.0,5.0,5.0,12.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً
165,4336,ملكية ريت,الصناديق العقارية المتداولة,4.48,-0.7,40.5,13.3,⚠️ تصريف/توزيع,0.0,7.6,5.7,10.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
166,1183,سهل,الخدمات المالية,14.43,-1.1,58.1,13.0,⚠️ تصريف/توزيع,0.0,13.0,0.0,15.0,0.0,15.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.27) رغم ارتفاع السعر مؤخراً
167,4006,أسواق المزرعة,تجزئة وتوزيع السلع الاستهلاكية,12.33,0.7,58.0,12.7,⚠️ تصريف/توزيع,0.0,4.7,5.0,10.0,5.0,12.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.16) رغم ارتفاع السعر مؤخراً
168,2030,المصافي,الطاقة,52.0,0.2,65.5,12.6,⚠️ تصريف/توزيع,1.2,12.0,0.0,0.0,10.0,10.6,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.7x خلال 10 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.13) رغم ارتفاع السعر مؤخراً
169,2140,أيان,الرعاية الصحية,9.14,0.0,53.4,12.4,⚠️ تصريف/توزيع,0.4,12.0,5.0,5.0,5.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
170,3008,الكثيري,المواد الأساسية,1.16,-4.1,36.7,12.1,👀 متابعة,0.0,3.8,3.3,5.0,0.0,0.0,🔄 ارتداد من تشبع بيع: RSI عند 37 ويتجه للصعود
171,2110,الكابلات السعودية,السلع الرأسمالية,178.7,-0.3,52.3,11.4,⚠️ تصريف/توزيع,0.0,4.9,5.0,0.0,10.0,8.5,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
172,2170,اللجين,المواد الأساسية,27.5,1.0,57.6,11.0,⚠️ تصريف/توزيع,0.0,6.0,0.0,15.0,5.0,15.0,👀 السهم يقترب من اختراق قمة 20 جلسة | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً
173,1835,تمكين,الخدمات التجارية والمهنية,46.54,0.7,51.9,10.8,⚠️ تصريف/توزيع,0.6,15.2,0.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
174,1303,الصناعات الكهربائية,السلع الرأسمالية,15.15,-2.0,49.5,10.7,⚠️ تصريف/توزيع,0.0,10.7,5.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.5x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.37) رغم ارتفاع السعر مؤخراً
175,2081,الخريف,المرافق العامة,100.5,-0.2,57.0,10.5,⚠️ تصريف/توزيع,0.0,9.2,0.0,10.0,5.0,13.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً
176,6013,التطويرية الغذائية,الخدمات الاستهلاكية,90.1,-0.4,56.5,10.0,⚠️ تصريف/توزيع,0.0,10.0,0.0,10.0,5.0,15.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.2x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.28) رغم ارتفاع السعر مؤخراً
177,2084,مياهنا,المرافق العامة,11.37,1.0,54.8,9.4,⚠️ تصريف/توزيع,0.0,9.4,5.0,5.0,5.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.27) رغم ارتفاع السعر مؤخراً
178,2370,مسك,السلع الرأسمالية,30.66,0.3,50.3,9.3,⚠️ تصريف/توزيع,1.5,4.2,0.0,10.0,0.0,6.4,👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.07) رغم ارتفاع السعر مؤخراً
179,2160,أميانتيت,السلع الرأسمالية,13.3,1.6,62.4,9.0,⚠️ تصريف/توزيع,0.0,14.0,0.0,0.0,10.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.5x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.31) رغم ارتفاع السعر مؤخراً
180,2010,سابك,المواد الأساسية,49.9,0.2,54.9,8.9,⚠️ تصريف/توزيع,0.0,13.6,0.0,10.0,0.0,14.8,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.8x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
181,6040,تبوك الزراعية,إنتاج الأغذية,9.28,0.8,53.5,8.8,👀 متابعة,1.9,2.7,0.0,5.0,5.0,5.8,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.06) رغم ارتفاع السعر مؤخراً
182,4345,الإنماء ريت للتجزئة,الصناديق العقارية المتداولة,4.64,-0.9,50.7,7.6,⚠️ تصريف/توزيع,2.6,0.0,5.0,10.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
183,4264,ناس,النقل,49.7,-1.6,54.5,7.4,⚠️ تصريف/توزيع,0.0,7.4,0.0,10.0,5.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.29) رغم ارتفاع السعر مؤخراً
184,2282,نقي,إنتاج الأغذية,56.35,-0.1,52.3,7.0,⚠️ تصريف/توزيع,0.0,12.0,5.0,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 4.1x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.40) رغم ارتفاع السعر مؤخراً
185,2284,المطاحن الحديثة,إنتاج الأغذية,27.54,-0.1,49.9,6.0,⚠️ تصريف/توزيع,0.0,7.3,0.0,10.0,0.0,11.4,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً
186,4140,صادرات,السلع الرأسمالية,2.34,0.4,53.9,6.0,⚠️ تصريف/توزيع,0.0,6.0,5.0,10.0,0.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.25) رغم ارتفاع السعر مؤخراً
187,4331,الجزيرة ريت,الصناديق العقارية المتداولة,11.14,0.4,46.8,5.9,⚠️ تصريف/توزيع,0.0,0.9,5.0,10.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
188,4071,العربية,الإعلام والترفيه,65.8,-1.4,53.1,5.7,⚠️ تصريف/توزيع,1.1,11.7,0.0,5.0,0.0,12.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.16) رغم ارتفاع السعر مؤخراً
189,4165,الماجد,المنتجات المنزلية والشخصية,118.7,-1.6,46.1,4.9,👀 متابعة,0.0,1.4,5.0,0.0,0.0,1.6,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
190,2080,الغاز,المرافق العامة,60.75,-2.2,53.4,4.7,⚠️ تصريف/توزيع,0.0,7.7,0.0,5.0,5.0,13.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً
191,2100,وفرة,إنتاج الأغذية,21.0,0.0,47.7,3.0,⚠️ تصريف/توزيع,0.2,0.0,0.0,10.0,0.0,7.2,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
192,2270,سدافكو,إنتاج الأغذية,200.4,-1.0,51.1,2.5,⚠️ تصريف/توزيع,0.0,7.5,0.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.34) رغم ارتفاع السعر مؤخراً
193,4320,الأندلس,إدارة وتطوير العقارات,14.75,-0.1,54.4,0.7,⚠️ تصريف/توزيع,0.0,4.0,0.0,15.0,5.0,23.4,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.50) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
194,4342,جدوى ريت السعودية,الصناديق العقارية المتداولة,9.84,-2.3,41.7,0.5,⚠️ تصريف/توزيع,4.0,0.0,5.5,0.0,0.0,9.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
195,1321,أنابيب الشرق,المواد الأساسية,187.9,-3.5,38.9,0.0,⚠️ تصريف/توزيع,0.0,1.0,6.0,0.0,0.0,17.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
196,2310,سبكيم العالمية,المواد الأساسية,13.3,-0.3,55.8,0.0,⚠️ تصريف/توزيع,0.0,1.8,0.0,0.0,10.0,14.9,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
197,4141,العمران,السلع الرأسمالية,19.47,-0.2,48.4,0.0,⚠️ تصريف/توزيع,0.0,8.3,0.0,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.31) رغم ارتفاع السعر مؤخراً
198,4040,سابتكو,النقل,11.6,-1.9,46.1,0.0,⚠️ تصريف/توزيع,0.0,6.9,0.0,5.0,0.0,15.0,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.21) رغم ارتفاع السعر مؤخراً
199,4160,ثمار,تجزئة وتوزيع السلع الاستهلاكية,35.12,-0.9,47.4,0.0,⚠️ تصريف/توزيع,0.0,8.3,0.0,0.0,0.0,15.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.32) رغم ارتفاع السعر مؤخراً
200,4337,العزيزية ريت,الصناديق العقارية المتداولة,4.64,-2.5,39.2,0.0,⚠️ تصريف/توزيع,3.5,0.0,2.3,0.0,0.0,10.0,🔄 ارتداد من تشبع بيع: RSI عند 39 ويتجه للصعود | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
201,4339,دراية ريت,الصناديق العقارية المتداولة,5.25,-1.1,46.0,0.0,⚠️ تصريف/توزيع,0.0,0.6,5.0,5.0,0.0,15.9,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.34) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
202,4191,أبو معطي,تجزئة السلع الكمالية,40.54,-0.8,49.1,0.0,⚠️ تصريف/توزيع,0.1,0.3,0.0,0.0,5.0,8.3,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
203,4350,الإستثمار ريت,الصناديق العقارية المتداولة,6.82,-0.6,50.2,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.0,10.0,0.0,17.1,👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
